x,y,z
1.950421316242702,1.99507620530384,0.5863719960137355
1.7870609320712012,0.471736302464335,0.2409401679729955
0.618179508837488,1.0374819636791517,0.5399963160263455
1.9199094124595328,1.4134883987930102,0.2129234099099764
1.271048988653074,1.5602552949008557,0.5375215475337342
1.3332162991183012,0.9046523664619012,0.479532607764234
1.325213518379325,1.6684333435715255,0.5531547415820568
1.0435855409750725,1.00722821331685,0.282554262361469
0.4807853054191633,1.973865906265787,0.8252786858412043
1.9846510724548243,0.7597069479726848,0.1948696430270755
1.2126821466529132,0.8428930048144487,0.6344836953442757
0.6220702066204895,0.4765131681839747,0.780581637117422
1.4754807689712592,1.6439730368268488,0.1831840834104963
1.5300778174851637,0.3893300614717234,0.6916254189220266
1.7866638467432556,1.383212433160031,0.0972856054219487
1.161857417613967,0.7111026407392689,0.1576359490205821
1.016465097859944,1.8946158165247136,0.7799841541408297
1.3220877480969986,1.7480719744997706,0.2664168997777049
0.2119910767619413,1.9038912110866413,0.231993444919969
0.5807961118636622,1.7019353647736923,0.7825923747547154
0.5366707814674285,0.679035416214421,0.6202199745699294
0.1670060084353042,1.5091276735575403,0.4334052024229299
1.4892776900288502,0.3068798015649587,0.6122822556715186
1.328743237076953,0.8424617977914048,0.0875054408840936
1.205652549948454,0.0104479777883106,0.806826950634401
1.0718419643599355,0.0080832521244444,0.608728637858909
0.1794803724213962,1.3648479487486334,0.4826888377689795
1.7775680752705425,1.3587890850250763,0.4915517182607812
1.846052777273972,0.6600320986062025,0.2420515703949461
1.701395897352002,0.1967712270823756,0.2577311049538048
0.7782846923369326,0.7279028141616333,0.601494518155894
0.0210265707360122,1.3676442209065738,0.7915430981784399
1.976248696098072,0.2471090123938915,0.7502947935608627
0.9033291033792596,1.231497846054434,0.0178641673577662
1.5381697462789288,1.274055483074634,0.5804445572184167
1.6591667551868108,0.3770881923073488,0.6332260506331563
0.7229968433255411,0.5012283863620031,0.2897439149887351
1.823620836513195,1.4546558162651473,0.7971448413533169
1.9231136850287696,0.2083520648578438,0.3090781850881757
1.7487674441566312,1.6171827178308276,0.324878394118568
1.1718464653176082,1.1154515059364674,0.4595355947607712
0.4559901217206856,0.8635268689654476,0.8733598747862024
0.7305384231567225,1.0501056640608637,0.1638213329447356
1.6471709382945106,0.0046382814087853,0.8070025375140014
0.3372503071752439,0.0703908040639635,0.5888570984654612
1.8343626052592823,0.8096954064005868,0.7620919437274603
0.7914558823909237,0.3581708628092883,0.0555639317784661
0.6722195908972401,1.3414000979378662,0.4955938848480191
0.2106402735431487,0.0125728526299415,0.1823083484092527
0.9223985043016216,1.0535372923606665,0.780838090208931
1.7576629992035533,1.340889485805081,0.2974743141295397
0.3027380486058195,0.287202931979678,0.3163269092764706
1.6124281706458352,0.9669696317756018,0.828505717964702
1.848950309186715,0.7380889754925526,0.5838500569927018
1.0260447749191322,0.7903449684140247,0.6917506579215847
