x,y
12.1754915072272,19.1731289965882
31.7224915072272,10.5271289965882
41.4374915072272,0.653128996588237
47.7924915072272,1.86612899658824
57.0694915072272,8.51812899658825
70.8204915072272,1.50512899658824
81.2564915072272,6.51612899658824
87.6894915072272,7.36212899658824
90.6294915072272,1.71712899658824
105.793491507227,1.35212899658825
115.075491507227,28.6451289965883
124.580491507227,2.53312899658823
137.529491507227,5.33112899658823
151.980491507227,6.75512899658824
161.497491507227,1.51212899658825
177.534491507227,4.55112899658823
186.783491507227,0.852128996588249
206.274491507227,7.27112899658823
228.351491507227,2.42712899658824
241.961491507227,8.65612899658825
95.6634915072272,5.92412899658825
103.466491507227,10.8741289965882
164.588491507227,11.6241289965882
73.2494915072272,21.0611289965883
47.7794915072272,18.6371289965882
186.864491507227,18.2511289965883
230.057491507227,22.7271289965882
126.546491507227,8.56912899658823
140.363491507227,27.3241289965882
93.6964915072272,25.5651289965882
174.611491507227,14.4761289965882
210.431491507227,22.6301289965882
159.812491507227,24.7591289965882
248.444491507227,19.1061289965882
167.189491507227,31.9151289965882
247.045491507227,27.3061289965883
31.0224915072272,33.7941289965883
59.7704915072272,25.7361289965882
197.844491507227,39.9251289965882
181.149491507227,29.8211289965882
41.1034915072272,38.0811289965882
57.7364915072272,40.9311289965883
217.516491507227,36.6741289965883
2.69349150722718,33.9611289965882
243.060491507227,34.5741289965882
173.001491507227,47.4181289965883
88.2574915072272,43.1541289965882
248.827491507227,38.3391289965882
231.308491507227,44.5031289965883
8.05349150722719,50.7921289965883
1.52049150722719,43.9231289965882
244.889491507227,44.2761289965882
22.0884915072272,45.0051289965882
77.0994915072272,45.4611289965882
16.1294915072272,44.0041289965882
154.970491507227,50.6261289965883
213.977491507227,44.1831289965882
96.2834915072272,61.6631289965882
188.835491507227,60.4341289965882
65.7484915072272,55.6361289965882
214.762491507227,60.3351289965883
118.697491507227,54.6021289965883
142.459491507227,54.5841289965883
41.4624915072272,55.1201289965883
82.5234915072272,52.1981289965883
240.922491507227,51.2121289965882
22.2784915072272,62.7931289965883
33.5894915072272,59.9231289965883
248.459491507227,53.8451289965883
48.7474915072272,59.1331289965883
77.6234915072272,72.2291289965883
230.407491507227,58.5131289965883
240.825491507227,60.1981289965883
120.893491507227,73.0871289965883
1.66949150722719,62.5451289965882
163.572491507227,71.8261289965882
154.058491507227,59.6851289965882
235.004491507227,61.3241289965882
248.340491507227,64.2971289965882
58.5464915072272,77.0681289965883
141.265491507227,77.0161289965882
231.686491507227,69.2891289965883
7.8164915072272,82.2021289965882
44.6464915072272,76.3801289965882
184.072491507227,71.1491289965882
244.436491507227,74.4371289965882
22.3724915072272,78.1191289965882
194.031491507227,93.3061289965883
150.193491507227,84.9661289965882
226.429491507227,86.6391289965882
235.935491507227,74.2911289965882
238.291491507227,83.7281289965882
33.1454915072272,94.0591289965882
93.8954915072272,83.1431289965883
249.907491507227,82.9031289965882
109.430491507227,97.4951289965882
244.993491507227,93.0911289965882
75.4764915072272,96.7851289965882
129.451491507227,95.0621289965882
44.4724915072272,116.292128996588
16.2504915072272,97.1361289965882
94.6784915072272,99.8021289965882
143.926491507227,100.413128996588
57.2664915072272,107.407128996588
158.628491507227,104.604128996588
236.103491507227,96.5821289965882
249.629491507227,98.9041289965882
1.78749150722719,101.515128996588
118.379491507227,106.408128996588
231.622491507227,110.329128996588
4.71249150722719,101.234128996588
221.129491507227,103.110128996588
9.97949150722718,110.783128996588
222.991491507227,108.186128996588
244.381491507227,111.397128996588
249.785491507227,103.922128996588
24.7494915072272,109.199128996588
126.991491507227,110.586128996588
2.53649150722718,110.991128996588
176.485491507227,113.938128996588
187.379491507227,116.021128996588
77.4714915072272,116.590128996588
99.6554915072272,115.580128996588
90.7914915072272,117.922128996588
140.158491507227,122.416128996588
111.609491507227,124.072128996588
155.063491507227,119.210128996588
166.007491507227,121.968128996588
35.7144915072272,139.238128996588
205.822491507227,142.024128996588
62.8294915072272,124.009128996588
1.08749150722718,121.080128996588
9.80949150722719,124.737128996588
240.360491507227,121.363128996588
125.126491507227,126.167128996588
231.102491507227,120.618128996588
226.881491507227,128.370128996588
249.856491507227,122.163128996588
247.107491507227,126.454128996588
91.8084915072272,127.055128996588
179.672491507227,133.205128996588
239.708491507227,134.022128996588
156.086491507227,139.251128996588
1.02949150722719,126.839128996588
75.4624915072272,133.779128996588
4.59249150722718,134.295128996588
101.089491507227,138.672128996588
249.879491507227,134.239128996588
117.252491507227,140.824128996588
129.664491507227,138.140128996588
90.6064915072272,147.326128996588
12.0504915072272,136.384128996588
59.2164915072272,138.627128996588
141.235491507227,146.474128996588
230.035491507227,148.889128996588
17.4754915072272,150.231128996588
9.58149150722718,143.991128996588
69.4604915072272,155.189128996588
3.17149150722719,144.824128996588
169.126491507227,154.677128996588
25.5324915072272,146.916128996588
27.1494915072272,156.510128996588
244.225491507227,150.458128996588
180.458491507227,148.668128996588
128.697491507227,158.975128996588
111.859491507227,156.511128996588
7.20449150722718,157.266128996588
0.962491507227185,152.473128996588
247.540491507227,167.916128996588
103.953491507227,167.973128996588
2.48449150722719,164.712128996588
152.820491507227,160.959128996588
231.677491507227,170.627128996588
178.992491507227,176.361128996588
44.0214915072272,174.013128996588
87.9244915072272,165.488128996588
142.644491507227,175.523128996588
15.8344915072272,167.065128996588
212.459491507227,178.129128996588
6.1554915072272,182.392128996588
63.2244915072272,177.372128996588
74.9374915072272,177.157128996588
93.1604915072272,178.691128996588
122.662491507227,185.295128996588
26.7054915072272,206.925128996588
243.892491507227,179.730128996588
108.687491507227,185.483128996588
81.1984915072272,198.334128996588
239.791491507227,184.083128996588
246.490491507227,186.557128996588
159.301491507227,205.144128996588
221.352491507227,197.365128996588
202.211491507227,189.377128996588
67.2964915072272,194.345128996588
238.333491507227,194.727128996588
95.2364915072272,192.768128996588
55.0424915072272,198.178128996588
104.921491507227,192.870128996588
138.369491507227,191.561128996588
192.403491507227,193.316128996588
248.185491507227,196.515128996588
134.179491507227,201.002128996588
202.511491507227,195.537128996588
103.687491507227,208.472128996588
199.065491507227,202.525128996588
3.8824915072272,211.036128996588
123.214491507227,206.192128996588
247.145491507227,206.472128996588
60.5454915072272,211.305128996588
235.883491507227,207.619128996588
70.9074915072272,214.118128996588
184.059491507227,230.657128996588
236.285491507227,223.608128996588
131.929491507227,212.450128996588
218.662491507227,215.215128996588
51.5624915072272,214.065128996588
125.126491507227,224.628128996588
82.4514915072272,221.370128996588
212.163491507227,226.617128996588
65.9394915072272,227.418128996588
132.866491507227,218.975128996588
54.3264915072272,227.314128996588
98.5444915072272,238.188128996588
141.041491507227,229.206128996588
5.59349150722719,224.168128996588
7.72049150722719,238.866128996588
157.197491507227,231.543128996588
40.4784915072272,235.408128996588
242.655491507227,241.657128996588
220.811491507227,238.778128996588
150.428491507227,243.710128996588
55.5624915072272,242.099128996588
206.347491507227,245.332128996588
139.477491507227,242.982128996588
38.7164915072272,246.286128996588
131.381491507227,246.911128996588
20.7554915072272,246.949128996588
62.2294915072272,247.656128996588
228.570491507227,244.985128996588
223.903491507227,249.161128996588
2.40749150722719,249.949128996588
231.825491507227,249.732128996588
73.2614915072272,250.653128996588
